Respondent_ID,True_Segment,Employment_Status,Industry_Sector,Org_Level,Work_Experience_Years,Org_Size,Age_Band,Gender,Prior_AI_Experience,Change_Frequency,AI_Strategy_Communicated,Training_Received,AI_Usage_Hours_Monthly,SEMDIFF_Trust,SEMDIFF_Empower,SEMDIFF_Intuitive,Rank_Training,Rank_Leadership,Rank_Evidence,Rank_JobSecurity,Rank_Peer,Scenario_Response,Barrier_Category,LEAD_1,LEAD_2,LEAD_3,MGMT_1,MGMT_2,CULT_1,CULT_2,CULT_3,PSAFE_1,PSAFE_2,CFAT_1,CFAT_2,RES_1,RES_2,RES_3,COMM_1,COMM_2,TRAIN_1,TRAIN_2,TRAIN_3,LIT_1,LIT_2,LIT_3,DLIT_1,DLIT_2,TRUST_1,TRUST_2,TRUST_3,ANX_1,ANX_2,PU_1,PU_2,PU_3,PEOU_1,PEOU_2,JSEC_1,JSEC_2,COLLAB_1,COLLAB_2,INFRA_1,INFRA_2,ENG_1,ENG_2,DCONF_1,DCONF_2,INTENT_1,INTENT_2,Leadership_Readiness_Score,Training_Quality_Score,AI_Trust_Score,Resistance_Score,Change_Fatigue_Score,Digital_Confidence_Score,Behavioural_Adoption_Intent_Score,AI_Readiness_Index,Digital_Maturity_Index,AI_Transformation_Readiness_Score,AI_Adopter_Flag,Contradictory_Response_Flag
40,Cautious Pragmatist,Full-time employed,Retail & E-commerce,Individual Contributor,More than 15 years,Fewer than 50,45 to 54,Female,"Yes, occasionally",Often (4 to 6 times),"Yes, but only in general terms",No training received,5.3,3,4.0,,5,2,1,3.0,4.0,Try to figure it out myself immediately,Lack of leadership support,3,3,3,2.0,3.0,4,4,4,4.0,4.0,3.0,3.0,2,3,3,3,2,3,3,2,3.0,3.0,3,2.0,1.0,3,3,3,3,2,3,4,4,4,4,1.0,2.0,3.0,3.0,4.0,4.0,5,4,4,3,4,3,42.86,24.79,50.0,30.0,50.0,37.5,55.44,62.5,52.32,65.29,1,0
41,Cautious Pragmatist,Full-time employed,Manufacturing,Middle Manager,2 to 5 years,50 to 200,35 to 44,Female,"Yes, frequently",Never,"No, but it is rumoured / informally discussed","Yes, structured and ongoing training",1.9,3,2.0,,1,2,5,3.0,4.0,Ask a colleague for help before trying it,Lack of training,3,3,3,2.0,3.0,3,3,3,3.0,2.0,1.0,1.0,1,2,2,4,2,3,3,3,2.0,2.0,3,3.0,4.0,3,3,3,3,2,2,3,3,2,2,3.0,4.0,3.0,,4.0,4.0,3,2,4,4,5,3,46.43,50.0,50.0,35.0,0.0,68.75,86.85,45.0,61.58,58.58,1,0
42,Change Fatigued,Full-time employed,Retail & E-commerce,Team Lead / Supervisor,,"201 to 1,000",35 to 44,Male,"Yes, occasionally",Constantly (more than 6 times),"No, but it is rumoured / informally discussed","Yes, a one-time session or workshop",1.5,3,2.0,4.0,1,4,2,3.0,5.0,Wait for formal instructions before using it,Lack of leadership support,2,2,3,1.0,2.0,3,3,3,2.0,2.0,4.0,4.0,2,3,3,3,2,3,3,3,1.0,2.0,2,2.0,2.0,4,4,3,3,3,1,1,3,3,3,3.0,2.0,4.0,3.0,1.0,2.0,3,3,3,3,3,2,28.57,43.25,66.67,40.0,75.0,37.5,43.23,45.0,26.82,34.66,0,0
43,Change Fatigued,Full-time employed,Retail & E-commerce,Team Lead / Supervisor,,"201 to 1,000",Under 25,Male,"Yes, occasionally",Sometimes (2 to 3 times),"Yes, but only in general terms",Informal / self-directed learning only,1.2,4,3.0,5.0,1,4,5,3.0,2.0,Avoid using it for as long as possible,Lack of leadership support,2,2,2,3.0,3.0,2,2,2,4.0,4.0,4.0,4.0,4,4,4,3,2,3,3,3,3.0,3.0,2,2.0,2.0,4,4,3,4,4,3,2,1,3,3,4.0,4.0,3.0,2.0,3.0,3.0,2,2,3,4,3,2,35.71,36.5,66.67,75.0,75.0,43.75,35.88,42.5,39.12,17.12,0,0
44,Cautious Pragmatist,Not currently employed,IT / Technology,Individual Contributor,Less than 2 years,50 to 200,45 to 54,Male,"Yes, occasionally",Rarely (once),"No, there is no visible AI strategy",Informal / self-directed learning only,3.1,4,4.0,3.0,3,5,1,4.0,2.0,Ask a colleague for help before trying it,Lack of training,3,3,3,3.0,3.0,4,4,3,2.0,3.0,2.0,2.0,3,3,2,2,2,4,4,3,2.0,2.0,2,4.0,4.0,4,3,4,2,3,2,3,2,3,3,3.0,3.0,3.0,3.0,2.0,2.0,3,4,3,2,4,4,42.86,48.67,66.67,45.0,25.0,56.25,91.69,52.5,45.05,51.96,1,0
45,Change Fatigued,Full-time employed,Other,Team Lead / Supervisor,11 to 15 years,"1,001 to 10,000",Under 25,Male,"Yes, only once or twice",Constantly (more than 6 times),"No, but it is rumoured / informally discussed",Informal / self-directed learning only,2.6,3,2.0,2.0,1,5,3,2.0,4.0,Avoid using it for as long as possible,Lack of time,3,4,4,2.0,1.0,2,4,3,2.0,2.0,4.0,5.0,3,3,3,3,3,4,3,3,2.0,2.0,2,2.0,2.0,1,2,2,3,4,2,2,3,2,3,3.0,3.0,3.0,3.0,4.0,3.0,2,3,3,2,3,3,46.43,42.58,16.67,50.0,87.5,31.25,48.24,30.0,40.49,71.05,1,0
46,Change Fatigued,Full-time employed,IT / Technology,Individual Contributor,6 to 10 years,"201 to 1,000",35 to 44,Male,"Yes, occasionally",Constantly (more than 6 times),"Yes, but only in general terms",No training received,1.3,3,4.0,3.0,1,3,4,5.0,2.0,Avoid using it for as long as possible,Lack of training,3,3,3,3.0,2.0,2,3,2,2.0,3.0,4.0,5.0,3,3,4,3,2,3,3,2,3.0,3.0,2,4.0,4.0,2,2,2,2,2,4,3,3,3,3,4.0,2.0,3.0,3.0,2.0,3.0,4,3,2,3,3,3,42.86,24.79,25.0,55.0,87.5,56.25,50.77,50.0,42.84,19.28,0,0
47,Cautious Pragmatist,Full-time employed,IT / Technology,Middle Manager,Less than 2 years,50 to 200,Under 25,Male,"Yes, frequently",Never,"Yes, but only in general terms",Informal / self-directed learning only,4.6,3,3.0,4.0,1,4,3,5.0,2.0,Avoid using it for as long as possible,Distrust of AI accuracy,4,4,4,2.0,3.0,4,3,3,3.0,3.0,2.0,2.0,2,2,3,3,3,2,1,2,3.0,3.0,3,2.0,3.0,4,3,4,4,4,3,2,3,2,2,2.0,3.0,2.0,2.0,3.0,3.0,4,4,3,4,3,3,57.14,12.17,66.67,35.0,25.0,50.0,80.8,42.5,51.4,69.88,1,0
48,Transformation Leader,Full-time employed,Banking & Financial Services,C-Suite / Executive,6 to 10 years,"More than 10,000",45 to 54,Female,"Yes, occasionally",Sometimes (2 to 3 times),"Yes, clearly and in detail","Yes, a one-time session or workshop",9.0,4,4.0,2.0,3,2,1,5.0,4.0,Wait for formal instructions before using it,No real barrier / fully ready,5,4,3,5.0,5.0,3,4,3,4.0,4.0,2.0,2.0,2,1,1,4,5,4,3,4,4.0,3.0,3,,5.0,4,4,4,3,2,4,5,5,3,2,2.0,3.0,3.0,3.0,3.0,3.0,5,4,4,5,5,5,85.71,57.67,75.0,20.0,25.0,87.5,99.23,70.0,75.84,73.74,0,0
49,Change Fatigued,Currently a student with prior work experience,Manufacturing,Senior Manager / Director,6 to 10 years,"201 to 1,000",35 to 44,Female,"Yes, occasionally",Often (4 to 6 times),"No, there is no visible AI strategy","Yes, a one-time session or workshop",1.0,2,2.0,2.0,1,4,5,3.0,2.0,Try to figure it out myself immediately,Lack of leadership support,2,2,3,2.0,2.0,2,2,3,3.0,2.0,4.0,5.0,3,4,3,2,1,3,4,3,2.0,3.0,2,2.0,3.0,3,3,3,4,4,3,2,3,3,4,4.0,4.0,1.0,3.0,3.0,4.0,2,2,4,3,3,3,25.0,50.46,50.0,65.0,87.5,50.0,58.6,45.0,44.92,29.96,1,0
50,Transformation Leader,Full-time employed,Retail & E-commerce,Team Lead / Supervisor,2 to 5 years,"201 to 1,000",25 to 34,Male,"Yes, frequently",Rarely (once),"No, but it is rumoured / informally discussed","Yes, structured and ongoing training",10.2,4,4.0,4.0,1,3,4,5.0,2.0,Wait for formal instructions before using it,Poor infrastructure / tools,3,3,4,3.0,3.0,5,4,4,4.0,4.0,2.0,2.0,1,1,2,3,4,5,4,5,5.0,5.0,5,2.0,2.0,5,3,4,2,2,5,5,5,5,5,2.0,2.0,4.0,1.0,4.0,4.0,4,4,4,3,5,4,57.14,91.67,75.0,15.0,25.0,43.75,55.55,87.5,59.67,100.0,1,0
51,Transformation Leader,Part-time employed,Manufacturing,Senior Manager / Director,Less than 2 years,"More than 10,000",Under 25,Female,"Yes, occasionally",Rarely (once),"Yes, but only in general terms","Yes, structured and ongoing training",16.1,5,5.0,3.0,2,5,1,4.0,3.0,Ask a colleague for help before trying it,No real barrier / fully ready,2,3,3,4.0,5.0,3,3,3,4.0,4.0,2.0,2.0,1,2,1,4,4,5,4,5,5.0,5.0,5,3.0,4.0,5,5,5,1,1,4,4,4,4,4,3.0,3.0,5.0,2.0,4.0,4.0,4,4,4,4,5,5,64.29,91.67,100.0,25.0,25.0,68.75,82.88,87.5,74.88,80.63,1,0
52,AI Champion,Full-time employed,Consulting,Team Lead / Supervisor,More than 15 years,"201 to 1,000",25 to 34,Male,"Yes, frequently",Never,"Yes, clearly and in detail","Yes, a one-time session or workshop",192.8,4,4.0,4.0,5,3,1,4.0,2.0,Try to figure it out myself immediately,No real barrier / fully ready,4,4,5,5.0,5.0,5,5,5,3.0,3.0,1.0,1.0,1,1,1,4,3,5,4,5,4.0,4.0,4,3.0,,5,4,5,2,2,4,4,5,5,4,1.0,1.0,4.0,3.0,3.0,3.0,5,5,5,5,5,5,82.14,79.29,91.67,0.0,0.0,81.25,94.06,85.0,76.62,65.05,0,0
53,Change Fatigued,Currently a student with prior work experience,IT / Technology,Team Lead / Supervisor,More than 15 years,"201 to 1,000",55 and above,Female,"Yes, only once or twice",Often (4 to 6 times),"No, there is no visible AI strategy",Informal / self-directed learning only,3.2,3,4.0,,2,5,4,,1.0,Raise a concern with my manager about the lack of preparation,No real barrier / fully ready,2,2,2,3.0,2.0,4,4,3,4.0,3.0,5.0,4.0,2,3,2,4,3,4,3,3,1.0,3.0,3,3.0,2.0,3,3,3,3,4,2,2,2,3,3,3.0,3.0,3.0,4.0,2.0,3.0,3,2,3,3,3,4,39.29,42.58,50.0,40.0,87.5,43.75,39.29,40.0,42.02,49.48,0,0
54,Cautious Pragmatist,Full-time employed,Retail & E-commerce,Team Lead / Supervisor,More than 15 years,"1,001 to 10,000",25 to 34,Male,"Yes, only once or twice",Rarely (once),"No, there is no visible AI strategy",Informal / self-directed learning only,1.9,2,2.0,4.0,1,3,4,,2.0,Ask a colleague for help before trying it,Lack of training,2,3,2,3.0,2.0,3,2,3,3.0,3.0,1.0,2.0,2,3,2,2,3,3,3,3,2.0,3.0,3,2.0,1.0,3,3,3,2,3,3,3,3,4,4,3.0,3.0,3.0,2.0,3.0,4.0,2,2,4,4,3,3,35.71,36.5,50.0,40.0,12.5,43.75,48.42,57.5,44.91,53.0,0,0
55,Change Fatigued,Full-time employed,Insurance,Individual Contributor,6 to 10 years,"More than 10,000",35 to 44,Female,"Yes, occasionally",Constantly (more than 6 times),"No, there is no visible AI strategy",Informal / self-directed learning only,5.4,4,2.0,3.0,1,5,4,3.0,2.0,Wait for formal instructions before using it,Poor infrastructure / tools,1,1,3,2.0,2.0,2,3,4,3.0,3.0,5.0,5.0,3,3,4,4,3,2,2,1,3.0,,3,3.0,3.0,3,2,3,3,3,3,3,4,3,2,3.0,4.0,2.0,3.0,3.0,2.0,3,2,3,2,3,3,32.14,12.17,41.67,60.0,100.0,43.75,69.67,47.5,45.8,38.02,1,0
56,Change Fatigued,Not currently employed,Other,Team Lead / Supervisor,Less than 2 years,"1,001 to 10,000",25 to 34,Female,"No, never",Constantly (more than 6 times),"Yes, but only in general terms",No training received,2.9,2,2.0,2.0,1,3,5,2.0,4.0,Raise a concern with my manager about the lack of preparation,Lack of training,3,4,3,1.0,1.0,3,2,2,2.0,3.0,4.0,3.0,2,3,2,3,2,2,2,2,3.0,3.0,2,1.0,3.0,2,3,3,3,3,3,3,3,2,2,3.0,3.0,2.0,4.0,2.0,2.0,2,2,4,3,2,3,35.71,14.88,41.67,40.0,62.5,43.75,24.95,42.5,37.88,41.57,1,0
57,Cautious Pragmatist,Full-time employed,Consulting,Middle Manager,6 to 10 years,"More than 10,000",35 to 44,Female,"Yes, occasionally",Rarely (once),"Yes, but only in general terms","Yes, a one-time session or workshop",5.7,2,2.0,3.0,1,5,3,4.0,2.0,Ask a colleague for help before trying it,Lack of training,2,3,2,,1.0,4,4,4,2.0,,3.0,3.0,3,3,3,3,4,3,2,3,2.0,3.0,3,4.0,3.0,2,3,3,4,3,4,3,4,4,4,3.0,4.0,3.0,2.0,3.0,3.0,2,2,3,3,4,3,35.71,36.04,41.67,55.0,50.0,56.25,45.66,55.0,56.14,50.12,1,0
58,Cautious Pragmatist,Full-time employed,IT / Technology,Middle Manager,11 to 15 years,"More than 10,000",45 to 54,Female,"Yes, only once or twice",Rarely (once),"Yes, clearly and in detail",Informal / self-directed learning only,2.4,3,3.0,3.0,2,3,4,5.0,1.0,Try to figure it out myself immediately,Distrust of AI accuracy,4,4,4,3.0,2.0,2,3,3,2.0,2.0,,2.0,3,2,2,2,3,3,3,3,4.0,4.0,4,3.0,3.0,5,4,4,3,3,3,2,3,3,3,3.0,3.0,3.0,3.0,3.0,4.0,4,3,3,4,4,4,53.57,36.5,83.33,40.0,25.0,56.25,90.95,57.5,53.18,66.63,1,0
59,Transformation Leader,Currently a student with prior work experience,Banking & Financial Services,Team Lead / Supervisor,More than 15 years,"More than 10,000",55 and above,Female,"Yes, occasionally",Sometimes (2 to 3 times),"Yes, clearly and in detail",Informal / self-directed learning only,12.7,5,5.0,5.0,1,2,3,4.0,5.0,Try to figure it out myself immediately,No real barrier / fully ready,4,5,5,4.0,5.0,4,3,3,5.0,5.0,2.0,2.0,2,2,3,4,4,4,4,4,4.0,3.0,4,3.0,5.0,5,5,5,3,2,5,4,5,4,5,3.0,3.0,4.0,,4.0,5.0,5,4,5,5,5,5,85.71,54.75,100.0,40.0,25.0,87.5,85.8,87.5,87.18,100.0,1,0
60,AI Champion,Full-time employed,Insurance,Individual Contributor,6 to 10 years,"1,001 to 10,000",35 to 44,Male,"Yes, frequently",Rarely (once),"Yes, clearly and in detail","Yes, structured and ongoing training",17.4,4,5.0,4.0,3,4,1,5.0,2.0,Try to figure it out myself immediately,Lack of training,5,5,5,4.0,3.0,5,5,5,3.0,4.0,2.0,2.0,1,1,1,4,3,5,5,4,5.0,4.0,5,5.0,5.0,4,5,4,1,1,4,4,4,3,4,3.0,2.0,3.0,2.0,5.0,3.0,5,5,5,5,5,5,78.57,91.67,83.33,15.0,25.0,100.0,77.72,80.0,91.74,78.26,1,0
61,Cautious Pragmatist,Part-time employed,Banking & Financial Services,Middle Manager,2 to 5 years,"201 to 1,000",35 to 44,,"Yes, occasionally",Never,"No, but it is rumoured / informally discussed",Informal / self-directed learning only,5.9,3,4.0,4.0,2,1,5,3.0,,Raise a concern with my manager about the lack of preparation,Poor infrastructure / tools,3,3,3,3.0,3.0,3,3,3,3.0,4.0,2.0,1.0,2,2,2,4,3,2,3,3,3.0,3.0,4,3.0,3.0,4,4,4,2,2,2,2,3,3,3,1.0,1.0,4.0,4.0,3.0,3.0,3,4,3,3,4,3,53.57,30.42,75.0,15.0,12.5,50.0,69.76,57.5,52.98,57.06,1,0
62,Cautious Pragmatist,Full-time employed,Healthcare,Middle Manager,6 to 10 years,"201 to 1,000",25 to 34,Male,"Yes, only once or twice",Often (4 to 6 times),"Yes, clearly and in detail","Yes, structured and ongoing training",8.4,2,3.0,4.0,2,5,1,4.0,3.0,Wait for formal instructions before using it,Lack of leadership support,4,4,4,4.0,4.0,5,4,4,,3.0,4.0,3.0,2,3,2,3,3,3,3,4,3.0,3.0,4,3.0,3.0,3,3,2,1,1,3,3,3,4,4,2.0,3.0,3.0,3.0,2.0,3.0,2,2,4,4,3,4,67.86,58.33,41.67,35.0,62.5,62.5,51.37,62.5,58.92,51.16,0,0
63,Cautious Pragmatist,Currently a student with prior work experience,Banking & Financial Services,Team Lead / Supervisor,6 to 10 years,"1,001 to 10,000",45 to 54,Female,"Yes, occasionally",Sometimes (2 to 3 times),"Yes, but only in general terms",No training received,2.6,2,3.0,4.0,1,2,5,4.0,3.0,Ask a colleague for help before trying it,Lack of training,3,4,4,4.0,5.0,4,3,3,3.0,3.0,3.0,2.0,1,1,1,4,4,1,2,1,3.0,3.0,4,3.0,3.0,2,2,3,2,1,4,3,3,3,2,2.0,3.0,4.0,3.0,3.0,3.0,3,3,2,4,3,3,75.0,4.96,33.33,15.0,37.5,50.0,45.0,52.5,47.16,60.24,0,0
64,Change Fatigued,Part-time employed,IT / Technology,Middle Manager,11 to 15 years,"201 to 1,000",,Male,"Yes, only once or twice",Constantly (more than 6 times),"Yes, but only in general terms",No training received,4.6,3,3.0,2.0,1,5,3,4.0,2.0,Ask a colleague for help before trying it,Lack of training,2,3,2,2.0,2.0,2,2,3,3.0,2.0,4.0,3.0,4,3,3,3,2,3,2,2,2.0,3.0,3,4.0,4.0,3,3,3,3,3,2,2,2,1,2,,3.0,3.0,3.0,1.0,2.0,3,1,4,2,2,2,32.14,19.83,50.0,55.0,62.5,62.5,43.61,35.0,48.07,7.94,0,0
65,Cautious Pragmatist,Full-time employed,IT / Technology,Senior Manager / Director,More than 15 years,"201 to 1,000",25 to 34,Female,"Yes, occasionally",Sometimes (2 to 3 times),,"Yes, structured and ongoing training",5.9,3,3.0,1.0,1,4,3,5.0,2.0,Ask a colleague for help before trying it,Poor infrastructure / tools,3,4,4,4.0,4.0,4,4,4,4.0,4.0,3.0,,2,2,2,4,5,3,4,3,3.0,3.0,3,2.0,3.0,1,3,3,1,2,3,4,3,2,2,4.0,3.0,1.0,3.0,4.0,4.0,3,4,2,2,3,4,75.0,58.33,33.33,40.0,50.0,31.25,54.08,50.0,49.65,63.19,0,0
66,Cautious Pragmatist,Full-time employed,Banking & Financial Services,Team Lead / Supervisor,2 to 5 years,"1,001 to 10,000",35 to 44,Female,"Yes, frequently",Never,"Yes, but only in general terms",Informal / self-directed learning only,1.7,4,3.0,4.0,1,2,3,5.0,4.0,Ask a colleague for help before trying it,Lack of training,4,3,3,4.0,5.0,3,3,4,2.0,2.0,2.0,2.0,3,3,3,3,4,4,4,4,2.0,2.0,2,3.0,3.0,4,2,3,3,3,4,4,4,5,4,3.0,3.0,3.0,,2.0,4.0,3,3,2,2,3,4,67.86,54.75,50.0,50.0,25.0,37.5,56.75,65.0,37.44,55.17,1,0
67,Cautious Pragmatist,Part-time employed,IT / Technology,Team Lead / Supervisor,2 to 5 years,"1,001 to 10,000",45 to 54,,"Yes, frequently",Rarely (once),"Yes, but only in general terms","Yes, structured and ongoing training",10.6,4,5.0,4.0,1,2,4,5.0,3.0,Wait for formal instructions before using it,Lack of training,2,4,4,2.0,2.0,3,3,3,3.0,3.0,2.0,3.0,2,2,2,4,3,3,3,4,4.0,2.0,3,4.0,4.0,3,3,3,3,3,4,4,4,2,3,5.0,4.0,3.0,3.0,3.0,2.0,4,3,4,3,4,4,50.0,58.33,50.0,50.0,37.5,68.75,77.32,55.0,63.17,65.04,0,0
68,Cautious Pragmatist,Self-employed / Business owner,Consulting,Team Lead / Supervisor,11 to 15 years,50 to 200,45 to 54,Female,"No, never",Constantly (more than 6 times),"No, there is no visible AI strategy","Yes, a one-time session or workshop",2.6,3,4.0,4.0,5,3,2,4.0,1.0,Try to figure it out myself immediately,Distrust of AI accuracy,3,3,3,3.0,4.0,3,4,3,2.0,3.0,,,3,3,4,4,4,3,4,3,2.0,3.0,2,3.0,3.0,2,3,3,3,3,3,3,3,4,4,3.0,2.0,3.0,3.0,3.0,3.0,4,4,2,2,3,3,60.71,50.46,41.67,50.0,62.5,37.5,47.52,52.5,40.49,75.07,0,0
69,AI Champion,Full-time employed,Education,Senior Manager / Director,6 to 10 years,"1,001 to 10,000",35 to 44,Male,"Yes, occasionally",Never,"Yes, clearly and in detail","Yes, a one-time session or workshop",15.3,5,5.0,5.0,3,5,2,4.0,1.0,Ask a colleague for help before trying it,No real barrier / fully ready,4,4,4,3.0,4.0,4,4,3,4.0,4.0,,2.0,1,1,1,4,3,5,4,4,4.0,4.0,5,4.0,5.0,4,5,5,2,3,5,5,5,5,5,1.0,1.0,4.0,2.0,4.0,4.0,4,4,4,4,5,5,67.86,72.08,91.67,0.0,25.0,81.25,83.43,90.0,81.35,54.4,1,0
70,Cautious Pragmatist,Full-time employed,Manufacturing,Team Lead / Supervisor,2 to 5 years,"More than 10,000",25 to 34,Female,"No, never",Often (4 to 6 times),"Yes, clearly and in detail",Informal / self-directed learning only,,3,3.0,4.0,2,4,1,5.0,3.0,Wait for formal instructions before using it,Lack of time,4,3,4,3.0,3.0,4,3,4,3.0,2.0,2.0,3.0,3,2,1,3,3,2,2,4,2.0,3.0,3,4.0,4.0,3,5,3,2,3,4,4,4,4,2,3.0,4.0,4.0,2.0,,2.0,3,2,3,3,4,4,57.14,30.42,66.67,40.0,37.5,62.5,54.3,65.0,54.2,42.47,1,0
71,Transformation Leader,Currently a student with prior work experience,Healthcare,Senior Manager / Director,Less than 2 years,"More than 10,000",35 to 44,Male,"Yes, occasionally",Never,"No, but it is rumoured / informally discussed",Informal / self-directed learning only,4.4,5,5.0,4.0,1,2,3,5.0,4.0,Avoid using it for as long as possible,Poor infrastructure / tools,4,4,5,4.0,4.0,5,4,4,2.0,3.0,1.0,1.0,2,2,1,4,4,3,4,4,2.0,2.0,2,3.0,2.0,5,4,4,3,2,4,4,4,4,4,1.0,2.0,3.0,4.0,4.0,3.0,4,4,4,4,4,4,78.57,48.67,83.33,15.0,0.0,56.25,71.7,75.0,57.78,84.55,1,0
72,Cautious Pragmatist,Full-time employed,Education,Individual Contributor,2 to 5 years,Fewer than 50,25 to 34,Male,"Yes, frequently",Sometimes (2 to 3 times),"Yes, clearly and in detail","Yes, a one-time session or workshop",6.4,2,3.0,3.0,1,2,4,5.0,3.0,Wait for formal instructions before using it,Lack of training,2,3,2,3.0,2.0,3,2,2,3.0,3.0,2.0,2.0,4,3,3,4,3,3,3,3,3.0,2.0,3,3.0,4.0,3,2,2,2,2,2,3,2,4,2,,3.0,2.0,3.0,3.0,3.0,4,3,3,3,3,3,42.86,43.25,33.33,60.0,25.0,56.25,92.97,45.0,57.01,15.72,1,0
73,Change Fatigued,Full-time employed,Banking & Financial Services,Individual Contributor,2 to 5 years,"More than 10,000",55 and above,Male,"Yes, occasionally",Constantly (more than 6 times),"Yes, but only in general terms","Yes, a one-time session or workshop",1.5,2,3.0,3.0,1,5,4,2.0,3.0,Raise a concern with my manager about the lack of preparation,Lack of training,2,2,3,2.0,2.0,2,3,2,2.0,2.0,4.0,4.0,4,4,4,3,2,2,1,2,2.0,2.0,2,2.0,3.0,3,3,2,3,4,1,2,2,3,3,4.0,4.0,1.0,4.0,4.0,4.0,3,3,2,2,3,2,32.14,14.42,41.67,75.0,75.0,31.25,32.46,35.0,40.16,39.11,0,0
74,Transformation Leader,Full-time employed,Consulting,Individual Contributor,Less than 2 years,"More than 10,000",25 to 34,Male,"Yes, occasionally",Rarely (once),"Yes, clearly and in detail","Yes, a one-time session or workshop",3.6,3,4.0,5.0,1,4,2,5.0,,Raise a concern with my manager about the lack of preparation,Lack of training,5,4,5,5.0,3.0,4,5,5,4.0,3.0,3.0,2.0,2,3,2,3,3,3,4,4,5.0,4.0,4,4.0,4.0,4,4,3,2,2,5,4,3,4,3,2.0,2.0,4.0,2.0,4.0,4.0,5,4,4,4,4,4,75.0,57.67,66.67,30.0,37.5,75.0,84.66,70.0,69.62,79.27,1,0
75,AI Champion,Full-time employed,Education,Individual Contributor,More than 15 years,50 to 200,25 to 34,Male,"Yes, occasionally",Never,"Yes, clearly and in detail","Yes, a one-time session or workshop",7.9,5,5.0,5.0,2,5,3,4.0,1.0,Raise a concern with my manager about the lack of preparation,Lack of leadership support,5,4,4,4.0,5.0,5,4,4,,4.0,1.0,1.0,2,2,2,4,4,3,3,5,5.0,4.0,5,3.0,4.0,5,5,5,1,1,5,5,5,5,5,1.0,2.0,,3.0,5.0,4.0,3,3,5,5,5,5,82.14,57.67,100.0,20.0,0.0,81.25,90.99,100.0,81.83,100.0,1,0
76,Transformation Leader,Full-time employed,Healthcare,Individual Contributor,6 to 10 years,"More than 10,000",35 to 44,Male,"Yes, only once or twice",Never,"Yes, clearly and in detail","Yes, a one-time session or workshop",2.5,4,4.0,4.0,3,4,1,5.0,2.0,Wait for formal instructions before using it,Lack of time,5,5,5,4.0,4.0,4,4,3,5.0,4.0,3.0,2.0,1,1,2,4,5,5,5,5,3.0,3.0,3,3.0,4.0,3,3,3,1,1,5,5,5,3,3,2.0,1.0,5.0,1.0,4.0,4.0,5,5,4,3,4,4,89.29,86.5,50.0,10.0,37.5,62.5,56.69,75.0,60.18,89.95,0,0
77,Transformation Leader,Full-time employed,IT / Technology,C-Suite / Executive,11 to 15 years,"201 to 1,000",35 to 44,Male,"Yes, occasionally",Constantly (more than 6 times),"Yes, clearly and in detail",Informal / self-directed learning only,3.4,3,,2.0,4,1,2,5.0,3.0,Try to figure it out myself immediately,Lack of leadership support,5,4,4,5.0,4.0,3,3,3,4.0,4.0,,4.0,2,2,3,4,4,4,4,4,4.0,3.0,4,3.0,3.0,3,4,4,2,2,4,5,5,3,3,2.0,,4.0,1.0,5.0,4.0,4,5,4,3,5,5,82.14,54.75,66.67,30.0,62.5,56.25,94.8,72.5,62.47,73.44,1,0
78,Cautious Pragmatist,Self-employed / Business owner,Manufacturing,Middle Manager,6 to 10 years,"1,001 to 10,000",Under 25,Female,"Yes, only once or twice",Often (4 to 6 times),"Yes, clearly and in detail",No training received,7.0,2,3.0,3.0,1,3,2,5.0,4.0,Ask a colleague for help before trying it,Distrust of AI accuracy,3,3,2,3.0,2.0,4,3,4,3.0,2.0,3.0,2.0,1,2,2,4,3,3,3,2,3.0,2.0,3,3.0,3.0,2,2,3,4,4,3,3,3,3,4,4.0,4.0,3.0,,2.0,2.0,3,3,3,3,3,3,46.43,24.79,33.33,40.0,37.5,50.0,57.46,42.5,47.57,41.5,0,0
79,Cautious Pragmatist,Full-time employed,Banking & Financial Services,Team Lead / Supervisor,More than 15 years,Fewer than 50,35 to 44,Male,"Yes, only once or twice",Never,"No, but it is rumoured / informally discussed",No training received,1.4,1,2.0,3.0,1,2,4,5.0,3.0,Wait for formal instructions before using it,,4,5,4,3.0,2.0,4,2,3,3.0,3.0,2.0,2.0,3,3,3,4,3,2,3,3,3.0,3.0,4,3.0,3.0,2,2,2,1,2,2,3,3,3,2,3.0,3.0,2.0,3.0,3.0,2.0,3,2,3,3,3,3,64.29,24.79,25.0,50.0,25.0,50.0,56.05,45.0,39.85,45.13,1,0
80,Change Fatigued,Full-time employed,Consulting,Individual Contributor,6 to 10 years,50 to 200,35 to 44,Female,"No, never",Constantly (more than 6 times),"No, but it is rumoured / informally discussed","Yes, a one-time session or workshop",2.5,2,2.0,4.0,1,5,4,2.0,3.0,Try to figure it out myself immediately,Lack of training,2,2,2,3.0,4.0,3,3,2,1.0,2.0,3.0,4.0,2,2,2,3,3,3,3,2,2.0,2.0,3,2.0,3.0,2,3,3,4,4,3,3,3,3,4,3.0,3.0,3.0,3.0,3.0,3.0,2,3,3,3,3,3,42.86,36.04,41.67,35.0,62.5,43.75,41.77,45.0,43.51,67.42,0,0
